date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:42:27	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:36%20GMT	https://home.iitk.ac.in/~abhish/?ongoing-projects,24	E:/abhish_web/home.iitk.ac.in/_abhish/index7d14.html	(from https://home.iitk.ac.in/~abhish/)
15:42:27	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:35%20GMT	https://home.iitk.ac.in/~abhish/?research,25	E:/abhish_web/home.iitk.ac.in/_abhish/index33cb.html	(from https://home.iitk.ac.in/~abhish/)
15:42:27	5180/5180	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202026%2010:02:36%20GMT	https://home.iitk.ac.in/~abhish/?journal-papers,10	E:/abhish_web/home.iitk.ac.in/_abhish/index11e9.html	(from https://home.iitk.ac.in/~abhish/)
15:42:28	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:37%20GMT	https://home.iitk.ac.in/~abhish/?archived-work,41	E:/abhish_web/home.iitk.ac.in/_abhish/index7e35.html	(from https://home.iitk.ac.in/~abhish/)
15:42:28	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:37%20GMT	https://home.iitk.ac.in/~abhish/?conference-papers,40	E:/abhish_web/home.iitk.ac.in/_abhish/indexe41d.html	(from https://home.iitk.ac.in/~abhish/)
15:42:28	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:37%20GMT	https://home.iitk.ac.in/~abhish/?patents,36	E:/abhish_web/home.iitk.ac.in/_abhish/index42e0.html	(from https://home.iitk.ac.in/~abhish/)
15:42:29	49793/49793	---MCZ	200	added ('OK')	application/javascript	etag:%22c281-653fda7b65fbf%22	http://www.statcounter.com/counter/counter.js	E:/abhish_web/www.statcounter.com/counter/counter.js	(from https://home.iitk.ac.in/~abhish/)
15:42:29	5145/5145	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202026%2010:02:38%20GMT	https://home.iitk.ac.in/~abhish/?people,9	E:/abhish_web/home.iitk.ac.in/_abhish/index1589.html	(from https://home.iitk.ac.in/~abhish/)
15:42:29	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:38%20GMT	https://home.iitk.ac.in/~abhish/?m-tech-ug-and-ra,33	E:/abhish_web/home.iitk.ac.in/_abhish/index46c6.html	(from https://home.iitk.ac.in/~abhish/)
15:42:29	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:38%20GMT	https://home.iitk.ac.in/~abhish/?phd,32	E:/abhish_web/home.iitk.ac.in/_abhish/index1e9f.html	(from https://home.iitk.ac.in/~abhish/)
15:42:29	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:38%20GMT	https://home.iitk.ac.in/~abhish/?post-doc,51	E:/abhish_web/home.iitk.ac.in/_abhish/index41e1.html	(from https://home.iitk.ac.in/~abhish/)
15:42:29	23006/23006	---M--	200	added ('OK')	image/jpeg	etag:%2259de-5bcc621baf3c0%22	https://home.iitk.ac.in/~abhish/files/_demo_03.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/files/_demo_03.jpg	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:29	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:39%20GMT	https://home.iitk.ac.in/~abhish/?alumni,29	E:/abhish_web/home.iitk.ac.in/_abhish/indexcbec.html	(from https://home.iitk.ac.in/~abhish/)
15:42:29	11997/11997	---MC-	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202026%2010:02:39%20GMT	https://home.iitk.ac.in/~abhish/?teaching,4	E:/abhish_web/home.iitk.ac.in/_abhish/index03b2.html	(from https://home.iitk.ac.in/~abhish/)
15:42:29	7355/7355	---M--	200	added ('OK')	image/jpeg	etag:%221cbb-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/files/150/_demo_03.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/files/150/_demo_03.jpg	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:30	11075/11075	---M--	200	added ('OK')	image/jpeg	etag:%222b43-5bcc6219c6f40%22	https://home.iitk.ac.in/~abhish/files/_demo_04.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/files/_demo_04.jpg	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:30	4305/4305	---M--	200	added ('OK')	image/jpeg	etag:%2210d1-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/files/150/_demo_04.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/files/150/_demo_04.jpg	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:30	4883/4883	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202026%2010:02:39%20GMT	https://home.iitk.ac.in/~abhish/?outreach,11	E:/abhish_web/home.iitk.ac.in/_abhish/index7ea5.html	(from https://home.iitk.ac.in/~abhish/)
15:42:30	13340/13340	---M--	200	added ('OK')	image/jpeg	etag:%22341c-5bcc621baf3c0%22	https://home.iitk.ac.in/~abhish/files/_demo_05.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/files/_demo_05.jpg	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:30	5229/5229	---M--	200	added ('OK')	image/jpeg	etag:%22146d-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/files/150/_demo_05.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/files/150/_demo_05.jpg	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:31	625/625	---M--	200	added ('OK')	image/gif	etag:%22271-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/files/ext/ico_web.gif	E:/abhish_web/home.iitk.ac.in/_abhish/files/ext/ico_web.gif	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:31	4/4	---M--	200	added ('OK')	text/html	etag:%224-5bcc6219c6f40%22	https://home.iitk.ac.in/~abhish/files/_demo_test.htm	E:/abhish_web/home.iitk.ac.in/_abhish/files/_demo_test.html	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:31	4983/4983	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202026%2010:02:40%20GMT	https://home.iitk.ac.in/~abhish/?awards,12	E:/abhish_web/home.iitk.ac.in/_abhish/index72f6.html	(from https://home.iitk.ac.in/~abhish/)
15:42:31	618/618	---M--	200	added ('OK')	image/gif	etag:%2226a-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/files/ext/ico_pdf.gif	E:/abhish_web/home.iitk.ac.in/_abhish/files/ext/ico_pdf.gif	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:31	13226/13226	---M--	200	added ('OK')	application/pdf	etag:%2233aa-5bcc621abb180%22	https://home.iitk.ac.in/~abhish/files/_demo_test.pdf	E:/abhish_web/home.iitk.ac.in/_abhish/files/_demo_test.pdf	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:32	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:41%20GMT	https://home.iitk.ac.in/~abhish/?my-calendar,34	E:/abhish_web/home.iitk.ac.in/_abhish/index6077.html	(from https://home.iitk.ac.in/~abhish/)
15:42:32	1231/1231	---M--	200	added ('OK')	image/png	etag:%224cf-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/templates/default/img/shade.png	E:/abhish_web/home.iitk.ac.in/_abhish/templates/default/img/shade.png	(from https://home.iitk.ac.in/~abhish/templates/default/style.css)
15:42:32	6073/6073	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202026%2010:02:42%20GMT	https://home.iitk.ac.in/~abhish/?contact-us,2	E:/abhish_web/home.iitk.ac.in/_abhish/indexdfdf.html	(from https://home.iitk.ac.in/~abhish/)
15:42:32	55189/55189	---M--	200	added ('OK')	image/jpeg	etag:%22d795-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/templates/default/img/header_bg.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/templates/default/img/header_bg.jpg	(from https://home.iitk.ac.in/~abhish/templates/default/style.css)
15:42:32	192/192	---M--	200	added ('OK')	image/png	etag:%22c0-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/templates/default/img/menu1_bg.png	E:/abhish_web/home.iitk.ac.in/_abhish/templates/default/img/menu1_bg.png	(from https://home.iitk.ac.in/~abhish/templates/default/style.css)
15:42:33	211/211	---M--	200	added ('OK')	image/png	etag:%22d3-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/templates/default/img/menu1_bg_hover.png	E:/abhish_web/home.iitk.ac.in/_abhish/templates/default/img/menu1_bg_hover.png	(from https://home.iitk.ac.in/~abhish/templates/default/style.css)
15:42:33	220/220	---M--	200	added ('OK')	image/png	etag:%22dc-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/templates/default/img/menu2_bg.png	E:/abhish_web/home.iitk.ac.in/_abhish/templates/default/img/menu2_bg.png	(from https://home.iitk.ac.in/~abhish/templates/default/style.css)
15:42:33	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:42%20GMT	https://home.iitk.ac.in/~abhish/?students,22	E:/abhish_web/home.iitk.ac.in/_abhish/index2453.html	(from https://home.iitk.ac.in/~abhish/)
15:42:33	237/237	---M--	200	added ('OK')	image/png	etag:%22ed-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/templates/default/img/menu2_items_bg.png	E:/abhish_web/home.iitk.ac.in/_abhish/templates/default/img/menu2_items_bg.png	(from https://home.iitk.ac.in/~abhish/templates/default/style.css)
15:42:33	185/185	---M--	200	added ('OK')	image/png	etag:%22b9-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/templates/default/img/menu2_arrow.png	E:/abhish_web/home.iitk.ac.in/_abhish/templates/default/img/menu2_arrow.png	(from https://home.iitk.ac.in/~abhish/templates/default/style.css)
15:42:33	194/194	---M--	200	added ('OK')	image/png	etag:%22c2-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/templates/default/img/circle.png	E:/abhish_web/home.iitk.ac.in/_abhish/templates/default/img/circle.png	(from https://home.iitk.ac.in/~abhish/templates/default/style.css)
15:42:34	240/240	---M--	200	added ('OK')	image/png	etag:%22f0-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/templates/default/img/items_shade.png	E:/abhish_web/home.iitk.ac.in/_abhish/templates/default/img/items_shade.png	(from https://home.iitk.ac.in/~abhish/templates/default/style.css)
15:42:34	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:43%20GMT	https://home.iitk.ac.in/~abhish/?prospective-students,23	E:/abhish_web/home.iitk.ac.in/_abhish/index219e.html	(from https://home.iitk.ac.in/~abhish/)
15:42:34	215/215	---M--	200	added ('OK')	image/png	etag:%22d7-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/templates/default/img/menu3_bg.png	E:/abhish_web/home.iitk.ac.in/_abhish/templates/default/img/menu3_bg.png	(from https://home.iitk.ac.in/~abhish/templates/default/style.css)
15:42:34	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:44%20GMT	https://home.iitk.ac.in/~abhish/?summer-internship,21	E:/abhish_web/home.iitk.ac.in/_abhish/index39c3.html	(from https://home.iitk.ac.in/~abhish/)
15:42:35	185/185	---M--	200	added ('OK')	image/png	etag:%22b9-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/templates/default/img/menu_drop.png	E:/abhish_web/home.iitk.ac.in/_abhish/templates/default/img/menu_drop.1c.delayed	(from https://home.iitk.ac.in/~abhish/templates/default/menu.css)
15:42:35	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:44%20GMT	https://home.iitk.ac.in/~abhish/?aero-home,17	E:/abhish_web/home.iitk.ac.in/_abhish/index980b.html	(from https://home.iitk.ac.in/~abhish/)
15:42:35	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:44%20GMT	https://home.iitk.ac.in/~abhish/?iitk-home,20	E:/abhish_web/home.iitk.ac.in/_abhish/indexf538.html	(from https://home.iitk.ac.in/~abhish/)
15:42:35	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:44%20GMT	https://home.iitk.ac.in/~abhish/?endureair-systems-pvt-ltd,48	E:/abhish_web/home.iitk.ac.in/_abhish/index8aeb.html	(from https://home.iitk.ac.in/~abhish/)
15:42:35	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:45%20GMT	https://home.iitk.ac.in/~abhish/?linux-and-more,38	E:/abhish_web/home.iitk.ac.in/_abhish/index0d57.html	(from https://home.iitk.ac.in/~abhish/)
15:42:35	5287/5287	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202026%2010:02:45%20GMT	https://home.iitk.ac.in/~abhish/?nasa-tech-reports,7	E:/abhish_web/home.iitk.ac.in/_abhish/indexc126.html	(from https://home.iitk.ac.in/~abhish/)
15:42:35	4853/4853	---M--	200	added ('OK')	image/jpeg	etag:%2212f5-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/files/150/_demo_01.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/files/150/_demo_01.jpg	(from https://home.iitk.ac.in/~abhish/?research,3)
15:42:36	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:45%20GMT	https://home.iitk.ac.in/~abhish/?latex-help,18	E:/abhish_web/home.iitk.ac.in/_abhish/indexa300.html	(from https://home.iitk.ac.in/~abhish/)
15:42:36	4466/4466	---M--	200	added ('OK')	image/jpeg	etag:%221172-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/files/150/_demo_02.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/files/150/_demo_02.jpg	(from https://home.iitk.ac.in/~abhish/?research,3)
15:42:36	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:46%20GMT	https://home.iitk.ac.in/~abhish/?american-helicopter-society,19	E:/abhish_web/home.iitk.ac.in/_abhish/indexc711.html	(from https://home.iitk.ac.in/~abhish/)
15:42:36	14618/14618	---M--	200	added ('OK')	image/jpeg	etag:%22391a-5bcc621abb180%22	https://home.iitk.ac.in/~abhish/files/_demo_02.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/files/_demo_02.jpg	(from https://home.iitk.ac.in/~abhish/?journal-papers,10)
15:42:36	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:46%20GMT	https://home.iitk.ac.in/~abhish/?endureair-systems-pvt-ltd,50	E:/abhish_web/home.iitk.ac.in/_abhish/indexe9a0.html	(from https://home.iitk.ac.in/~abhish/)
15:42:36	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:46%20GMT	https://home.iitk.ac.in/~abhish/?first-runner-up-prize-for-best-student-project-in-aero-india-2019,47	E:/abhish_web/home.iitk.ac.in/_abhish/index31b7.html	(from https://home.iitk.ac.in/~abhish/)
15:42:37	4644/4644	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:46%20GMT	https://home.iitk.ac.in/~abhish/?-vibhram-selected-among-top-innovations-for-army-day,46	E:/abhish_web/home.iitk.ac.in/_abhish/indexd035.html	(from https://home.iitk.ac.in/~abhish/)
15:42:37	6424/6424	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202026%2010:02:47%20GMT	https://home.iitk.ac.in/~abhish/?nasza-oferta-1,9	E:/abhish_web/home.iitk.ac.in/_abhish/index7d37.html	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:38	8550/8550	---MC-	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202026%2010:02:46%20GMT	https://home.iitk.ac.in/~abhish/?sLang=en	E:/abhish_web/home.iitk.ac.in/_abhish/indexba03.html	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:38	24872/24872	---MC-	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202026%2010:02:47%20GMT	https://home.iitk.ac.in/~abhish/?nasza-oferta,3	E:/abhish_web/home.iitk.ac.in/_abhish/indexbc9f.html	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:38	13703/13703	---MC-	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202026%2010:02:47%20GMT	https://home.iitk.ac.in/~abhish/?nasza-oferta-2,10	E:/abhish_web/home.iitk.ac.in/_abhish/indexfbe9.html	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:38	9166/9166	---MC-	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202026%2010:02:47%20GMT	https://home.iitk.ac.in/~abhish/?nasza-oferta-3,11	E:/abhish_web/home.iitk.ac.in/_abhish/index5fdd.html	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:38	10859/10859	---M--	200	added ('OK')	image/jpeg	etag:%222a6b-5bcc621ca3600%22	https://home.iitk.ac.in/~abhish/files/_demo_01.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/files/_demo_01.jpg	(from https://home.iitk.ac.in/~abhish/?people,9)
15:42:38	7505/7505	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202026%2010:02:48%20GMT	https://home.iitk.ac.in/~abhish/?litora-torquent,4	E:/abhish_web/home.iitk.ac.in/_abhish/index3442.html	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:38	6539/6539	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202026%2010:02:48%20GMT	https://home.iitk.ac.in/~abhish/?kontakt,2	E:/abhish_web/home.iitk.ac.in/_abhish/index4560.html	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:38	6184/6184	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:48%20GMT	https://home.iitk.ac.in/~abhish/?namioty,6	E:/abhish_web/home.iitk.ac.in/_abhish/index3a21.html	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:39	6184/6184	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:48%20GMT	https://home.iitk.ac.in/~abhish/?niskie-gory,14	E:/abhish_web/home.iitk.ac.in/_abhish/index2c8b.html	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:39	6184/6184	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:48%20GMT	https://home.iitk.ac.in/~abhish/?wysokie-gory,13	E:/abhish_web/home.iitk.ac.in/_abhish/indexef60.html	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:39	10779/10779	---MC-	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202026%2010:02:48%20GMT	https://home.iitk.ac.in/~abhish/?nasza-oferta-4,12	E:/abhish_web/home.iitk.ac.in/_abhish/index09eb.html	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:39	6184/6184	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:49%20GMT	https://home.iitk.ac.in/~abhish/?nowosc-2,16	E:/abhish_web/home.iitk.ac.in/_abhish/index9c08.html	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:40	6184/6184	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:49%20GMT	https://home.iitk.ac.in/~abhish/?akcesoria-podroznicze,8	E:/abhish_web/home.iitk.ac.in/_abhish/index0a42.html	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:40	6184/6184	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:49%20GMT	https://home.iitk.ac.in/~abhish/?nowosc-1,15	E:/abhish_web/home.iitk.ac.in/_abhish/indexab41.html	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:40	6539/6539	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202026%2010:02:50%20GMT	https://home.iitk.ac.in/~abhish/?kontakt,2,,,2	E:/abhish_web/home.iitk.ac.in/_abhish/indexac5c.html	(from https://home.iitk.ac.in/~abhish/?contact-us,2)
15:42:40	6539/6539	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202026%2010:02:50%20GMT	https://home.iitk.ac.in/~abhish/?kontakt,2,,,3	E:/abhish_web/home.iitk.ac.in/_abhish/indexd389.html	(from https://home.iitk.ac.in/~abhish/?contact-us,2)
15:42:41	6539/6539	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202026%2010:02:50%20GMT	https://home.iitk.ac.in/~abhish/?kontakt,2,,,5	E:/abhish_web/home.iitk.ac.in/_abhish/index1e5b.html	(from https://home.iitk.ac.in/~abhish/?contact-us,2)
15:42:41	6539/6539	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202026%2010:02:50%20GMT	https://home.iitk.ac.in/~abhish/?kontakt,2,,,4	E:/abhish_web/home.iitk.ac.in/_abhish/indexcba2.html	(from https://home.iitk.ac.in/~abhish/?contact-us,2)
15:42:41	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2014%20Jun%202026%2010:02:48%20GMT	https://home.iitk.ac.in/~abhish/?obuwie-gorskie,7	E:/abhish_web/home.iitk.ac.in/_abhish/indexb0d1.html	(from https://home.iitk.ac.in/~abhish/?sLang=pl)
15:42:41	40338/40338	---M--	200	added ('OK')	image/jpeg	etag:%229d92-5bcc621abb180%22	https://home.iitk.ac.in/~abhish/files/mav-collage.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/files/mav-collage.jpg	(from https://home.iitk.ac.in/~abhish/?nasza-oferta,3)
15:42:41	5213/5213	---M--	200	added ('OK')	image/jpeg	etag:%22145d-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/files/200/mav-collage.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/files/200/mav-collage.jpg	(from https://home.iitk.ac.in/~abhish/?nasza-oferta,3)
15:42:49	16514/16514	---M--	200	added ('OK')	image/jpeg	etag:%224082-4e3f533f48c40%22	http://home.iitk.ac.in/~abhish/images/vawt_cad.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/images/vawt_cad.jpg	(from https://home.iitk.ac.in/~abhish/?nasza-oferta,3)
15:43:09	120744/120744	---M--	200	added ('OK')	image/jpeg	etag:%221d7a8-5bcc621baf3c0%22	https://home.iitk.ac.in/~abhish/files/ruav-iitk.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/files/ruav-iitk.jpg	(from https://home.iitk.ac.in/~abhish/?nasza-oferta,3)
15:43:15	286911/286911	---M--	200	added ('OK')	image/jpeg	etag:%22460bf-596a6fd3e2840%22	http://home.iitk.ac.in/~abhish/uploads/tiltrotor.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/uploads/tiltrotor.jpg	(from https://home.iitk.ac.in/~abhish/?nasza-oferta,3)
15:43:23	47670/47670	---M--	200	added ('OK')	image/jpeg	etag:%22ba36-4e3f533f48c40%22	http://home.iitk.ac.in/~abhish/images/micav2.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/images/micav2.jpg	(from https://home.iitk.ac.in/~abhish/?nasza-oferta,3)
15:43:45	140104/140104	---M--	200	added ('OK')	application/javascript	etag:%2222348-5bcc622073f00%22	https://home.iitk.ac.in/~abhish/jwplayer/jwplayer.js	E:/abhish_web/home.iitk.ac.in/_abhish/jwplayer/jwplayer.js	(from https://home.iitk.ac.in/~abhish/?nasza-oferta,3)
15:43:58	465139/465139	---M--	200	added ('OK')	image/jpeg	etag:%22718f3-596a6fd2ee600%22	http://home.iitk.ac.in/~abhish/uploads/tailsitter.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/uploads/tailsitter.jpg	(from https://home.iitk.ac.in/~abhish/?nasza-oferta,3)
15:44:00	96212/96212	---M--	200	added ('OK')	image/png	etag:%22177d4-4e3f533c6c580%22	http://home.iitk.ac.in/~abhish/images/mav_design.png	E:/abhish_web/home.iitk.ac.in/_abhish/images/mav_design.png	(from https://home.iitk.ac.in/~abhish/?nasza-oferta,3)
